"from","to","n","from_iso","to_iso"
"Mali","Chad",0,"MLI","TCD"
"Malta","Chad",0,"MLT","TCD"
"Marshall Islands","Chad",0,"MHL","TCD"
"Mauritania","Chad",0,"MRT","TCD"
"Mauritius","Chad",0,"MUS","TCD"
"Mayotte","Chad",0,"MYT","TCD"
"Mexico","Chad",0,"MEX","TCD"
"Micronesia, Fed. Sts.","Chad",0,"FSM","TCD"
"Moldova","Chad",0,"MDA","TCD"
"Monaco","Chad",0,"MCO","TCD"
"Mongolia","Chad",0,"MNG","TCD"
"Montenegro","Chad",0,"MNE","TCD"
"Morocco","Chad",0,"MAR","TCD"
"Mozambique","Chad",0,"MOZ","TCD"
"Myanmar","Chad",0,"MMR","TCD"
"Namibia","Chad",0,"NAM","TCD"
"Nepal","Chad",0,"NPL","TCD"
"Netherlands","Chad",0,"NLD","TCD"
"Netherlands Antilles","Chad",0,"ANT","TCD"
"New Caledonia","Chad",0,"NCL","TCD"
"New Zealand","Chad",0,"NZL","TCD"
"Nicaragua","Chad",0,"NIC","TCD"
"Niger","Chad",38467.9168602268,"NER","TCD"
"Nigeria","Chad",114024.528555814,"NGA","TCD"
"Northern Mariana Islands","Chad",0,"MNP","TCD"
"Norway","Chad",0,"NOR","TCD"
"Oman","Chad",0,"OMN","TCD"
"Pakistan","Chad",0,"PAK","TCD"
"Palau","Chad",0,"PLW","TCD"
"Panama","Chad",0,"PAN","TCD"
"Papua New Guinea","Chad",0,"PNG","TCD"
"Paraguay","Chad",0,"PRY","TCD"
"Peru","Chad",0,"PER","TCD"
"Philippines","Chad",0,"PHL","TCD"
"Poland","Chad",0,"POL","TCD"
"Portugal","Chad",0,"PRT","TCD"
"Puerto Rico","Chad",0,"PRI","TCD"
"Qatar","Chad",0,"QAT","TCD"
"Romania","Chad",0,"ROU","TCD"
"Russian Federation","Chad",0,"RUS","TCD"
"Rwanda","Chad",0,"RWA","TCD"
"Samoa","Chad",0,"WSM","TCD"
"San Marino","Chad",0,"SMR","TCD"
"São Tomé and Principe","Chad",0,"STP","TCD"
"Saudi Arabia","Chad",0,"SAU","TCD"
"Senegal","Chad",0,"SEN","TCD"
"Serbia","Chad",0,"SRB","TCD"
"Seychelles","Chad",0,"SYC","TCD"
"Sierra Leone","Chad",0,"SLE","TCD"
"Singapore","Chad",0,"SGP","TCD"
"Slovak Republic","Chad",0,"SVK","TCD"
"Slovenia","Chad",0,"SVN","TCD"
"Solomon Islands","Chad",0,"SLB","TCD"
"Somalia","Chad",0,"SOM","TCD"
"South Africa","Chad",0,"ZAF","TCD"
"Spain","Chad",0,"ESP","TCD"
"Sri Lanka","Chad",0,"LKA","TCD"
"St. Kitts and Nevis","Chad",0,"KNA","TCD"
"St. Lucia","Chad",0,"LCA","TCD"
"St. Vincent and the Grenadines","Chad",0,"VCT","TCD"
"Sudan","Chad",38768.5165323132,"SDN","TCD"
"Suriname","Chad",0,"SUR","TCD"
"Swaziland","Chad",0,"SWZ","TCD"
"Sweden","Chad",0,"SWE","TCD"
"Switzerland","Chad",0,"CHE","TCD"
"Syrian Arab Republic","Chad",0,"SYR","TCD"
"Tajikistan","Chad",0,"TJK","TCD"
"Tanzania","Chad",0,"TZA","TCD"
"Thailand","Chad",0,"THA","TCD"
"Timor-Leste","Chad",0,"TLS","TCD"
"Togo","Chad",0,"TGO","TCD"
"Tonga","Chad",0,"TON","TCD"
"Trinidad and Tobago","Chad",0,"TTO","TCD"
"Tunisia","Chad",0,"TUN","TCD"
"Turkey","Chad",0,"TUR","TCD"
"Turkmenistan","Chad",0,"TKM","TCD"
"Turks and Caicos Islands","Chad",0,"TCA","TCD"
"Tuvalu","Chad",0,"TUV","TCD"
"Uganda","Chad",0,"UGA","TCD"
"Ukraine","Chad",0,"UKR","TCD"
"United Arab Emirates","Chad",0,"ARE","TCD"
"United Kingdom","Chad",0,"GBR","TCD"
"United States","Chad",0,"USA","TCD"
"Uruguay","Chad",0,"URY","TCD"
"Uzbekistan","Chad",0,"UZB","TCD"
"Vanuatu","Chad",0,"VUT","TCD"
"Venezuela, RB","Chad",0,"VEN","TCD"
"Vietnam","Chad",0,"VNM","TCD"
"Virgin Islands (U.S.)","Chad",0,"VIR","TCD"
"West Bank and Gaza","Chad",0,"PSE","TCD"
"Yemen, Rep.","Chad",0,"YEM","TCD"
"Zambia","Chad",0,"ZMB","TCD"
"Zimbabwe","Chad",0,"ZWE","TCD"
"Other South","Chad",46964.2781800793,NA,"TCD"
"Other North","Chad",0,NA,"TCD"
"Afghanistan","Channel Islands",NA,"AFG",""
"Albania","Channel Islands",NA,"ALB",""
"Algeria","Channel Islands",NA,"DZA",""
"American Samoa","Channel Islands",NA,"ASM",""
"Andorra","Channel Islands",NA,"AND",""
"Angola","Channel Islands",NA,"AGO",""
"Antigua and Barbuda","Channel Islands",NA,"ATG",""
"Argentina","Channel Islands",NA,"ARG",""
"Armenia","Channel Islands",NA,"ARM",""
"Aruba","Channel Islands",NA,"ABW",""
"Australia","Channel Islands",NA,"AUS",""
"Austria","Channel Islands",NA,"AUT",""
"Azerbaijan","Channel Islands",NA,"AZE",""
"Bahamas, The","Channel Islands",NA,"BHS",""
"Bahrain","Channel Islands",NA,"BHR",""
"Bangladesh","Channel Islands",NA,"BGD",""
"Barbados","Channel Islands",NA,"BRB",""
"Belarus","Channel Islands",NA,"BLR",""
"Belgium","Channel Islands",NA,"BEL",""
"Belize","Channel Islands",NA,"BLZ",""
"Benin","Channel Islands",NA,"BEN",""
"Bermuda","Channel Islands",NA,"BMU",""
"Bhutan","Channel Islands",NA,"BTN",""
"Bolivia","Channel Islands",NA,"BOL",""
"Bosnia and Herzegovina","Channel Islands",NA,"BIH",""
"Botswana","Channel Islands",NA,"BWA",""
"Brazil","Channel Islands",NA,"BRA",""
"Brunei Darussalam","Channel Islands",NA,"BRN",""
"Bulgaria","Channel Islands",NA,"BGR",""
"Burkina Faso","Channel Islands",NA,"BFA",""
"Burundi","Channel Islands",NA,"BDI",""
"Cambodia","Channel Islands",NA,"KHM",""
"Cameroon","Channel Islands",NA,"CMR",""
"Canada","Channel Islands",NA,"CAN",""
"Cape Verde","Channel Islands",NA,"CPV",""
"Cayman Islands","Channel Islands",NA,"CYM",""
"Central African Republic","Channel Islands",NA,"CAF",""
"Chad","Channel Islands",NA,"TCD",""
"Channel Islands","Channel Islands",NA,"",""
"Chile","Channel Islands",NA,"CHL",""
"China","Channel Islands",NA,"CHN",""
"Colombia","Channel Islands",NA,"COL",""
"Comoros","Channel Islands",NA,"COM",""
"Congo, Dem. Rep.","Channel Islands",NA,"COD",""
"Congo, Rep.","Channel Islands",NA,"COG",""
"Costa Rica","Channel Islands",NA,"CRI",""
"Côte d'Ivoire","Channel Islands",NA,"CIV",""
"Croatia","Channel Islands",NA,"HRV",""
"Cuba","Channel Islands",NA,"CUB",""
"Cyprus","Channel Islands",NA,"CYP",""
"Czech Republic","Channel Islands",NA,"CZE",""
"Denmark","Channel Islands",NA,"DNK",""
"Djibouti","Channel Islands",NA,"DJI",""
"Dominica","Channel Islands",NA,"DMA",""
"Dominican Republic","Channel Islands",NA,"DOM",""
"Ecuador","Channel Islands",NA,"ECU",""
"Egypt, Arab Rep.","Channel Islands",NA,"EGY",""
"El Salvador","Channel Islands",NA,"SLV",""
"Equatorial Guinea","Channel Islands",NA,"GNQ",""
"Eritrea","Channel Islands",NA,"ERI",""
"Estonia","Channel Islands",NA,"EST",""
"Ethiopia","Channel Islands",NA,"ETH",""
"Faeroe Islands","Channel Islands",NA,"FRO",""
"Fiji","Channel Islands",NA,"FJI",""
"Finland","Channel Islands",NA,"FIN",""
"France","Channel Islands",NA,"FRA",""
"French Polynesia","Channel Islands",NA,"PYF",""
"Gabon","Channel Islands",NA,"GAB",""
"Gambia, The","Channel Islands",NA,"GMB",""
"Georgia","Channel Islands",NA,"GEO",""
"Germany","Channel Islands",NA,"DEU",""
"Ghana","Channel Islands",NA,"GHA",""
"Gibraltar","Channel Islands",NA,"GIB",""
"Greece","Channel Islands",NA,"GRC",""
"Greenland","Channel Islands",NA,"GRL",""
"Grenada","Channel Islands",NA,"GRD",""
"Guam","Channel Islands",NA,"GUM",""
"Guatemala","Channel Islands",NA,"GTM",""
"Guinea","Channel Islands",NA,"GIN",""
"Guinea-Bissau","Channel Islands",NA,"GNB",""
"Guyana","Channel Islands",NA,"GUY",""
"Haiti","Channel Islands",NA,"HTI",""
"Honduras","Channel Islands",NA,"HND",""
"Hong Kong, China","Channel Islands",NA,"HKG",""
"Hungary","Channel Islands",NA,"HUN",""
"Iceland","Channel Islands",NA,"ISL",""
"India","Channel Islands",NA,"IND",""
"Indonesia","Channel Islands",NA,"IDN",""
"Iran, Islamic Rep.","Channel Islands",NA,"IRN",""
"Iraq","Channel Islands",NA,"IRQ",""
"Ireland","Channel Islands",NA,"IRL",""
"Isle of Man","Channel Islands",NA,"IMN",""
"Israel","Channel Islands",NA,"ISR",""
"Italy","Channel Islands",NA,"ITA",""
"Jamaica","Channel Islands",NA,"JAM",""
"Japan","Channel Islands",NA,"JPN",""
"Jordan","Channel Islands",NA,"JOR",""
"Kazakhstan","Channel Islands",NA,"KAZ",""
"Kenya","Channel Islands",NA,"KEN",""
"Kiribati","Channel Islands",NA,"KIR",""
"Korea, Dem. Rep.","Channel Islands",NA,"PRK",""
"Korea, Rep.","Channel Islands",NA,"KOR",""
"Kosovo","Channel Islands",NA,"KOS",""
"Kuwait","Channel Islands",NA,"KWT",""
"Kyrgyz Republic","Channel Islands",NA,"KGZ",""
"Lao PDR","Channel Islands",NA,"LAO",""
"Latvia","Channel Islands",NA,"LVA",""
"Lebanon","Channel Islands",NA,"LBN",""
"Lesotho","Channel Islands",NA,"LSO",""
"Liberia","Channel Islands",NA,"LBR",""
"Libya","Channel Islands",NA,"LBY",""
"Liechtenstein","Channel Islands",NA,"LIE",""
"Lithuania","Channel Islands",NA,"LTU",""
"Luxembourg","Channel Islands",NA,"LUX",""
"Macao, China","Channel Islands",NA,"MAC",""
"Macedonia, FYR","Channel Islands",NA,"MKD",""
"Madagascar","Channel Islands",NA,"MDG",""
"Malawi","Channel Islands",NA,"MWI",""
"Malaysia","Channel Islands",NA,"MYS",""
"Maldives","Channel Islands",NA,"MDV",""
"Mali","Channel Islands",NA,"MLI",""
"Malta","Channel Islands",NA,"MLT",""
"Marshall Islands","Channel Islands",NA,"MHL",""
"Mauritania","Channel Islands",NA,"MRT",""
"Mauritius","Channel Islands",NA,"MUS",""
"Mayotte","Channel Islands",NA,"MYT",""
"Mexico","Channel Islands",NA,"MEX",""
"Micronesia, Fed. Sts.","Channel Islands",NA,"FSM",""
"Moldova","Channel Islands",NA,"MDA",""
"Monaco","Channel Islands",NA,"MCO",""
"Mongolia","Channel Islands",NA,"MNG",""
"Montenegro","Channel Islands",NA,"MNE",""
"Morocco","Channel Islands",NA,"MAR",""
"Mozambique","Channel Islands",NA,"MOZ",""
"Myanmar","Channel Islands",NA,"MMR",""
"Namibia","Channel Islands",NA,"NAM",""
"Nepal","Channel Islands",NA,"NPL",""
"Netherlands","Channel Islands",NA,"NLD",""
"Netherlands Antilles","Channel Islands",NA,"ANT",""
"New Caledonia","Channel Islands",NA,"NCL",""
"New Zealand","Channel Islands",NA,"NZL",""
"Nicaragua","Channel Islands",NA,"NIC",""
"Niger","Channel Islands",NA,"NER",""
"Nigeria","Channel Islands",NA,"NGA",""
"Northern Mariana Islands","Channel Islands",NA,"MNP",""
"Norway","Channel Islands",NA,"NOR",""
"Oman","Channel Islands",NA,"OMN",""
"Pakistan","Channel Islands",NA,"PAK",""
"Palau","Channel Islands",NA,"PLW",""
"Panama","Channel Islands",NA,"PAN",""
"Papua New Guinea","Channel Islands",NA,"PNG",""
"Paraguay","Channel Islands",NA,"PRY",""
"Peru","Channel Islands",NA,"PER",""
"Philippines","Channel Islands",NA,"PHL",""
"Poland","Channel Islands",NA,"POL",""
"Portugal","Channel Islands",NA,"PRT",""
"Puerto Rico","Channel Islands",NA,"PRI",""
"Qatar","Channel Islands",NA,"QAT",""
"Romania","Channel Islands",NA,"ROU",""
"Russian Federation","Channel Islands",NA,"RUS",""
"Rwanda","Channel Islands",NA,"RWA",""
"Samoa","Channel Islands",NA,"WSM",""
"San Marino","Channel Islands",NA,"SMR",""
"São Tomé and Principe","Channel Islands",NA,"STP",""
"Saudi Arabia","Channel Islands",NA,"SAU",""
"Senegal","Channel Islands",NA,"SEN",""
"Serbia","Channel Islands",NA,"SRB",""
"Seychelles","Channel Islands",NA,"SYC",""
"Sierra Leone","Channel Islands",NA,"SLE",""
"Singapore","Channel Islands",NA,"SGP",""
"Slovak Republic","Channel Islands",NA,"SVK",""
"Slovenia","Channel Islands",NA,"SVN",""
"Solomon Islands","Channel Islands",NA,"SLB",""
"Somalia","Channel Islands",NA,"SOM",""
"South Africa","Channel Islands",NA,"ZAF",""
"Spain","Channel Islands",NA,"ESP",""
"Sri Lanka","Channel Islands",NA,"LKA",""
"St. Kitts and Nevis","Channel Islands",NA,"KNA",""
"St. Lucia","Channel Islands",NA,"LCA",""
"St. Vincent and the Grenadines","Channel Islands",NA,"VCT",""
"Sudan","Channel Islands",NA,"SDN",""
"Suriname","Channel Islands",NA,"SUR",""
"Swaziland","Channel Islands",NA,"SWZ",""
"Sweden","Channel Islands",NA,"SWE",""
"Switzerland","Channel Islands",NA,"CHE",""
"Syrian Arab Republic","Channel Islands",NA,"SYR",""
"Tajikistan","Channel Islands",NA,"TJK",""
"Tanzania","Channel Islands",NA,"TZA",""
"Thailand","Channel Islands",NA,"THA",""
"Timor-Leste","Channel Islands",NA,"TLS",""
"Togo","Channel Islands",NA,"TGO",""
"Tonga","Channel Islands",NA,"TON",""
"Trinidad and Tobago","Channel Islands",NA,"TTO",""
"Tunisia","Channel Islands",NA,"TUN",""
"Turkey","Channel Islands",NA,"TUR",""
"Turkmenistan","Channel Islands",NA,"TKM",""
"Turks and Caicos Islands","Channel Islands",NA,"TCA",""
"Tuvalu","Channel Islands",NA,"TUV",""
"Uganda","Channel Islands",NA,"UGA",""
"Ukraine","Channel Islands",NA,"UKR",""
"United Arab Emirates","Channel Islands",NA,"ARE",""
"United Kingdom","Channel Islands",NA,"GBR",""
"United States","Channel Islands",NA,"USA",""
"Uruguay","Channel Islands",NA,"URY",""
"Uzbekistan","Channel Islands",NA,"UZB",""
"Vanuatu","Channel Islands",NA,"VUT",""
"Venezuela, RB","Channel Islands",NA,"VEN",""
"Vietnam","Channel Islands",NA,"VNM",""
"Virgin Islands (U.S.)","Channel Islands",NA,"VIR",""
"West Bank and Gaza","Channel Islands",NA,"PSE",""
"Yemen, Rep.","Channel Islands",NA,"YEM",""
"Zambia","Channel Islands",NA,"ZMB",""
"Zimbabwe","Channel Islands",NA,"ZWE",""
"Other South","Channel Islands",NA,NA,""
"Other North","Channel Islands",NA,NA,""
"Afghanistan","Chile",25.6991946868583,"AFG","CHL"
"Albania","Chile",47.9718300821355,"ALB","CHL"
"Algeria","Chile",77.0975840605749,"DZA","CHL"
"American Samoa","Chile",0,"ASM","CHL"
"Andorra","Chile",15.419516812115,"AND","CHL"
"Angola","Chile",101.083499101643,"AGO","CHL"
"Antigua and Barbuda","Chile",0,"ATG","CHL"
"Argentina","Chile",82538.9602156058,"ARG","CHL"
"Armenia","Chile",17.1327964579055,"ARM","CHL"
"Aruba","Chile",5.13983893737166,"ABW","CHL"
"Australia","Chile",1607.05630775154,"AUS","CHL"
"Austria","Chile",901.185093685832,"AUT","CHL"
"Azerbaijan","Chile",0,"AZE","CHL"
"Bahamas, The","Chile",0,"BHS","CHL"
"Bahrain","Chile",0,"BHR","CHL"
"Bangladesh","Chile",11.9929575205339,"BGD","CHL"
"Barbados","Chile",6.85311858316222,"BRB","CHL"
"Belarus","Chile",11.9929575205339,"BLR","CHL"
"Belgium","Chile",1440.86818210986,"BEL","CHL"
"Belize","Chile",3.42655929158111,"BLZ","CHL"
"Benin","Chile",1.71327964579055,"BEN","CHL"
"Bermuda","Chile",5.13983893737166,"BMU","CHL"
"Bhutan","Chile",0,"BTN","CHL"
"Bolivia","Chile",18707.3004523871,"BOL","CHL"
"Bosnia and Herzegovina","Chile",18.8460761036961,"BIH","CHL"
"Botswana","Chile",0,"BWA","CHL"
"Brazil","Chile",11819.916276309,"BRA","CHL"
"Brunei Darussalam","Chile",0,"BRN","CHL"
"Bulgaria","Chile",167.901405287474,"BGR","CHL"
"Burkina Faso","Chile",0,"BFA","CHL"
"Burundi","Chile",1.71327964579055,"BDI","CHL"
"Cambodia","Chile",6.85311858316222,"KHM","CHL"
"Cameroon","Chile",6.85311858316222,"CMR","CHL"
"Canada","Chile",3161.00094648357,"CAN","CHL"
"Cape Verde","Chile",1.71327964579055,"CPV","CHL"
"Cayman Islands","Chile",1.71327964579055,"CYM","CHL"
"Central African Republic","Chile",5.13983893737166,"CAF","CHL"
"Chad","Chile",32.5523132700205,"TCD","CHL"
"Channel Islands","Chile",0,"","CHL"
"Chile","Chile",0,"CHL","CHL"
"China","Chile",2832.05125449179,"CHN","CHL"
"Colombia","Chile",7019.3067088039,"COL","CHL"
"Comoros","Chile",1.71327964579055,"COM","CHL"
"Congo, Dem. Rep.","Chile",23.9859150410678,"COD","CHL"
"Congo, Rep.","Chile",20.5593557494867,"COG","CHL"
"Costa Rica","Chile",800.101594584189,"CRI","CHL"
"Côte d'Ivoire","Chile",17.1327964579055,"CIV","CHL"
"Croatia","Chile",673.318900795688,"HRV","CHL"
"Cuba","Chile",5419.10351963552,"CUB","CHL"
"Cyprus","Chile",18.8460761036961,"CYP","CHL"
"Czech Republic","Chile",243.285709702259,"CZE","CHL"
"Denmark","Chile",376.921522073922,"DNK","CHL"
"Djibouti","Chile",0,"DJI","CHL"
"Dominica","Chile",39.4054318531827,"DMA","CHL"
"Dominican Republic","Chile",481.431580467146,"DOM","CHL"
"Ecuador","Chile",16092.8357129107,"ECU","CHL"
"Egypt, Arab Rep.","Chile",145.628769892197,"EGY","CHL"
"El Salvador","Chile",388.914479594456,"SLV","CHL"
"Equatorial Guinea","Chile",3.42655929158111,"GNQ","CHL"
"Eritrea","Chile",3.42655929158111,"ERI","CHL"
"Estonia","Chile",30.83903362423,"EST","CHL"
"Ethiopia","Chile",10.2796778747433,"ETH","CHL"
"Faeroe Islands","Chile",0,"FRO","CHL"
"Fiji","Chile",17.1327964579055,"FJI","CHL"
"Finland","Chile",221.013074306982,"FIN","CHL"
"France","Chile",5213.50996214066,"FRA","CHL"
"French Polynesia","Chile",10.2796778747433,"PYF","CHL"
"Gabon","Chile",10.2796778747433,"GAB","CHL"
"Gambia, The","Chile",3.42655929158111,"GMB","CHL"
"Georgia","Chile",3.42655929158111,"GEO","CHL"
"Germany","Chile",9376.7795014117,"DEU","CHL"
"Ghana","Chile",13.7062371663244,"GHA","CHL"
"Gibraltar","Chile",0,"GIB","CHL"
"Greece","Chile",340.94264951232,"GRC","CHL"
"Greenland","Chile",0,"GRL","CHL"
"Grenada","Chile",8.56639822895277,"GRD","CHL"
"Guam","Chile",6.85311858316222,"GUM","CHL"
"Guatemala","Chile",394.054318531828,"GTM","CHL"
"Guinea","Chile",5.13983893737166,"GIN","CHL"
"Guinea-Bissau","Chile",0,"GNB","CHL"
"Guyana","Chile",23.9859150410678,"GUY","CHL"
"Haiti","Chile",85.6639822895277,"HTI","CHL"
"Honduras","Chile",418.040233572895,"HND","CHL"
"Hong Kong, China","Chile",87.3772619353183,"HKG","CHL"
"Hungary","Chile",592.794757443532,"HUN","CHL"
"Iceland","Chile",18.8460761036961,"ISL","CHL"
"India","Chile",906.324932623203,"IND","CHL"
"Indonesia","Chile",157.621727412731,"IDN","CHL"
"Iran, Islamic Rep.","Chile",142.202210600616,"IRN","CHL"
"Iraq","Chile",39.4054318531827,"IRQ","CHL"
"Ireland","Chile",198.740438911704,"IRL","CHL"
"Isle of Man","Chile",0,"IMN","CHL"
"Israel","Chile",896.04525474846,"ISR","CHL"
"Italy","Chile",6731.47572831109,"ITA","CHL"
"Jamaica","Chile",37.6921522073922,"JAM","CHL"
"Japan","Chile",1353.49092017454,"JPN","CHL"
"Jordan","Chile",157.621727412731,"JOR","CHL"
"Kazakhstan","Chile",13.7062371663244,"KAZ","CHL"
"Kenya","Chile",34.2655929158111,"KEN","CHL"
"Kiribati","Chile",0,"KIR","CHL"
"Korea, Dem. Rep.","Chile",11.9929575205339,"PRK","CHL"
"Korea, Rep.","Chile",1908.59352541068,"KOR","CHL"
"Kosovo","Chile",0,"KOS","CHL"
"Kuwait","Chile",17.1327964579055,"KWT","CHL"
"Kyrgyz Republic","Chile",0,"KGZ","CHL"
"Lao PDR","Chile",1.71327964579055,"LAO","CHL"
"Latvia","Chile",63.3913468942505,"LVA","CHL"
"Lebanon","Chile",366.641844199179,"LBN","CHL"
"Lesotho","Chile",0,"LSO","CHL"
"Liberia","Chile",8.56639822895277,"LBR","CHL"
"Libya","Chile",39.4054318531827,"LBY","CHL"
"Liechtenstein","Chile",0,"LIE","CHL"
"Lithuania","Chile",30.83903362423,"LTU","CHL"
"Luxembourg","Chile",27.4124743326489,"LUX","CHL"
"Macao, China","Chile",17.1327964579055,"MAC","CHL"
"Macedonia, FYR","Chile",10.2796778747433,"MKD","CHL"
"Madagascar","Chile",17.1327964579055,"MDG","CHL"
"Malawi","Chile",3.42655929158111,"MWI","CHL"
"Malaysia","Chile",46.258550436345,"MYS","CHL"
"Maldives","Chile",0,"MDV","CHL"
"Mali","Chile",164.474845995893,"MLI","CHL"
"Malta","Chile",22.2726353952772,"MLT","CHL"
"Marshall Islands","Chile",0,"MHL","CHL"
"Mauritania","Chile",1.71327964579055,"MRT","CHL"
"Mauritius","Chile",5.13983893737166,"MUS","CHL"
"Mayotte","Chile",1.71327964579055,"MYT","CHL"
"Mexico","Chile",2907.43555890657,"MEX","CHL"
"Micronesia, Fed. Sts.","Chile",1.71327964579055,"FSM","CHL"
"Moldova","Chile",17.1327964579055,"MDA","CHL"
"Monaco","Chile",17.1327964579055,"MCO","CHL"
"Mongolia","Chile",1.71327964579055,"MNG","CHL"
"Montenegro","Chile",0,"MNE","CHL"
"Morocco","Chile",145.628769892197,"MAR","CHL"
"Mozambique","Chile",80.5241433521561,"MOZ","CHL"
"Myanmar","Chile",1.71327964579055,"MMR","CHL"
"Namibia","Chile",8.56639822895277,"NAM","CHL"
"Nepal","Chile",17.1327964579055,"NPL","CHL"
"Netherlands","Chile",1017.68810959959,"NLD","CHL"
"Netherlands Antilles","Chile",6.85311858316222,"ANT","CHL"
"New Caledonia","Chile",6.85311858316222,"NCL","CHL"
"New Zealand","Chile",215.87323536961,"NZL","CHL"
"Nicaragua","Chile",418.040233572895,"NIC","CHL"
"Niger","Chile",17.1327964579055,"NER","CHL"
"Nigeria","Chile",32.5523132700205,"NGA","CHL"
"Northern Mariana Islands","Chile",0,"MNP","CHL"
"Norway","Chile",555.10260523614,"NOR","CHL"
"Oman","Chile",8.56639822895277,"OMN","CHL"
"Pakistan","Chile",286.117700847023,"PAK","CHL"
"Palau","Chile",5.13983893737166,"PLW","CHL"
"Panama","Chile",904.611652977413,"PAN","CHL"
"Papua New Guinea","Chile",6.85311858316222,"PNG","CHL"
"Paraguay","Chile",2093.62772715606,"PRY","CHL"
"Peru","Chile",64869.9072285678,"PER","CHL"
"Philippines","Chile",140.488930954825,"PHL","CHL"
"Poland","Chile",740.136806981519,"POL","CHL"
"Portugal","Chile",435.173030030801,"PRT","CHL"
"Puerto Rico","Chile",299.823938013347,"PRI","CHL"
"Qatar","Chile",0,"QAT","CHL"
"Romania","Chile",630.486909650924,"ROU","CHL"
"Russian Federation","Chile",1046.81386357803,"RUS","CHL"
"Rwanda","Chile",8.56639822895277,"RWA","CHL"
"Samoa","Chile",5.13983893737166,"WSM","CHL"
"San Marino","Chile",3.42655929158111,"SMR","CHL"
